,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Cluster
341,Mosaico de Merengues: Blanca / Fiesta para Dos / Nena - En Vivo,Orquesta La Reunión,0.527,0.746,0,-4.364,1,0.0468,0.501,1.42e-05,0.201,0.715,140.715,336707,4,4
342,My Nanny O,"William Forbes', 'Laura Risk', 'Jacqueline Schwab",0.184,0.131,7,-14.915,1,0.0389,0.938,0.816,0.11,0.146,72.652,274587,3,1
343,Kaleidoscope,"Jesse Terry', 'Sarah Darling",0.709,0.913,7,-5.148,1,0.0748,0.0182,0,0.167,0.519,108.024,229320,4,4
344,Rain Raker,Dauwd,0.506,0.521,7,-13.502,1,0.0325,0.12,0.914,0.753,0.111,123.997,254911,3,0
345,"Romeo and Juliet, Op. 64 (narrated): Romeo","June Whitfield', 'Ukraine National Symphony Orchestra",0.44,0.118,0,-17.366,1,0.083,0.936,0.244,0.578,0.162,95.401,224440,4,7
346,"Mensa sonora, seu Musica instrumentalis: Sonata No. 2 in F Major: V. Sarabanda","Heinrich Ignaz Franz von Biber', 'Purcell Quartet",0.338,0.0948,4,-23.799,1,0.0416,0.678,0,0.212,0.462,50.207,63973,4,7
347,The Wind,Martha Johnson,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,200733,4,4
348,Estimated Time of Arrival,Adrian Weiss,0.504,0.801,9,-4.715,1,0.0456,0.0304,0.00107,0.0911,0.305,128.43,272667,4,4
349,Peru le Peru,"Chaitanya Hari Deuter', 'Adi Pieper",0.68,0.677,1,-8.418,0,0.0963,0.0168,0,0.345,0.559,126.693,182680,4,6
350,The Guitar Man,Ray Parker Jr.,0.521,0.578,4,-6.158,0,0.0305,0.102,4.56e-05,0.223,0.726,155.902,233160,4,6
351,Me to Meet,Suturee,0.502,0.822,7,-3.21,0,0.0451,0.37,1.85e-06,0.0619,0.759,66.944,167160,4,6
352,The Illest (feat. VVS Verbal & Skeezo),"Napoleon Da Legend', 'Vvs Verbal', 'Skeezo",0.509,0.727,11,-10.278,0,0.303,0.0075,5.54e-06,0.101,0.545,80.675,176528,4,8
353,Through That Door,Davis Kathriner,0.443,0.914,9,-5.364,1,0.087,0.00124,0.831,0.142,0.588,145.023,273493,4,3
354,"Le nymphe di Rheno, Op. 8: Sonata No. 11 in G Major: Allegro - Adagio","Johannes Schenck', 'Les Voix Humaines",0.297,0.0984,5,-21.911,1,0.0445,0.932,0.941,0.131,0.142,117.277,92840,3,1
355,Darling Nelli Gray,Kyle Creed,0.644,0.105,1,-12.301,1,0.0708,0.972,6.23e-06,0.104,0.476,147.495,159904,4,7
356,"Goldedn Showers - From ""Piouhgd""",Butthole Surfers,0.442,0.783,7,-6.317,1,0.0318,0.0013,0.379,0.262,0.669,199.714,197187,4,4
357,Newts On Gas,Cavedoll,0.4,0.873,2,-7.454,1,0.27,0.675,0.0659,0.14,0.379,119.784,729227,4,8
358,Hot And Anxious,Fletcher Henderson,0.719,0.195,10,-10.049,1,0.0483,0.991,0.522,0.128,0.676,130.641,199373,3,7
359,"Gloria in D Major, RV 589: V. Propter magnam gloriam","Antonio Vivaldi', 'The Sixteen', 'Harry Christophers",0.346,0.368,4,-17.088,0,0.0429,0.962,0.00174,0.105,0.0787,100.342,54893,4,7
360,Increase the Peace,"Cartelsons', 'Monster Loco",0.876,0.611,7,-10.98,1,0.297,0.0074,0,0.1,0.671,103.053,277227,4,8
361,Sensual Mujer (Remix) [feat. Mr. Vegas & Mr. Saik],"Boy Wonder CF', 'Jenny ""La Sexy Voz""', 'Mr. Vegas', 'Mr. Saik",0.71,0.909,10,-1.904,0,0.0796,0.0313,0,0.438,0.462,98.987,238053,4,6
362,Las Hectareas Mentadas,Los Cuates de Sinaloa,0.647,0.699,1,-5.237,1,0.0293,0.192,4.17e-06,0.0857,0.558,115.145,180160,3,4
363,"String Quartet No. 4 in C Major, K. 157: I. Allegro","Wolfgang Amadeus Mozart', 'Chamber Players of Canada",0.337,0.0455,7,-23.018,1,0.0414,0.967,0.932,0.103,0.443,129.898,340587,4,1
364,"March Of The Children (From ""Village Of The Damned"")",Gareth Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,2
365,"Pastorale on Jesu, meine Freude","Barrie Cabena', 'Robert Grogan",0.0569,0.000386,10,-41.01,1,0.0441,0.661,0.954,0.107,0.0384,59.782,255133,4,1
366,Cold Air,Insision,0.555,0.465,8,-9.474,1,0.0297,0.0678,0.0962,0.245,0.173,115.002,236779,4,4
367,Blue Moon (Take 5),Elvis Presley,0.506,0.0873,0,-23.857,1,0.037,0.957,0.25,0.131,0.3,84.185,204747,4,7
368,Tick Tock Part II,Gazpacho,0.5,0.436,2,-12.899,1,0.0327,0.202,0.663,0.129,0.04,110.989,579387,4,3
369,Strahlensatz,Thomas Fehlmann,0.447,0.393,10,-13.975,1,0.0324,0.258,0.96,0.204,0.0356,115.982,240987,4,3
370,Сердца стук,Natalia Podolskaya,0.843,0.684,7,-6.097,0,0.187,0.157,0,0.188,0.422,138.058,183587,4,6
371,Join Me (feat. Miles Bonny),"Chrissy', 'Miles Bonny",0.823,0.586,7,-7.003,1,0.0814,0.000113,0.00134,0.462,0.583,119.999,364135,4,4
372,If You Want To Make Me Happy,Alan Jackson,0.671,0.414,5,-11.808,1,0.0272,0.247,0.000113,0.0977,0.416,103.979,260573,4,4
373,Curiosity,Nao,0.43,0.256,2,-22.088,1,0.0641,0.985,0.867,0.106,0.173,133.955,155821,4,1
374,Day After The Party - Scotty Dix Club Mix,Cabballero,0.66,0.998,9,-4.209,1,0.0472,0.00783,0.326,0.0261,0.517,142.004,393773,4,4
375,Mexico Bound Blues,Joe Dean,0.392,0.0627,8,-13.581,1,0.0519,0.992,0.000108,0.2,0.632,80.363,174427,4,7
376,Talk To Me,Soce the Elemental Wizard,0.773,0.281,1,-9.781,1,0.11,0.24,0,0.112,0.465,102.019,227706,4,4
377,Floor 67,White Willow,0.408,0.416,5,-10.3,0,0.0307,0.243,0.839,0.287,0.213,110.038,341891,4,3
378,Dreamcatcher,"Walter Mays', 'North Texas Wind Symphony', 'Eugene Migliaro Corporon",0.675,0.23,1,-10.363,0,0.204,0.191,0,0.104,0.101,173.962,211920,4,6
379,Clown Devil,Stinkaholic,0.605,0.859,2,-6.786,1,0.0945,0.00172,0.000417,0.119,0.133,146.024,397453,4,4
380,Alone with You,Sonny Burgess,0.567,0.348,10,-12.658,1,0.0667,0.767,0.0145,0.114,0.305,124.692,226278,3,7
381,"Time, On Fire",H.C. McEntire,0.484,0.804,1,-5.884,1,0.0286,0.0111,0.116,0.268,0.802,92.425,127000,4,4
382,You Left Me Cryin',Bridget Kelly Band,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,202827,4,7
383,Concerto dell'estate: II. Notturno: Largo,"Ildebrando Pizzetti', 'Thessaloniki State Symphony Orchestra', 'Myron Michailidis",0.16,0.016,10,-32.693,1,0.0435,0.968,0.898,0.126,0.0334,68.916,470613,3,1
384,"Ruslan and Lyudmila, Op. 5, Act IV: No. 19, March of Chernomor","Mikhail Glinka', 'Taras Shtonda', 'Ekaterina Morozova', 'Vadim Lynkovsky', 'Aleksandra Durseneva', 'Panfilov', 'Maria Gavrilova', 'Valery Gilmanov', 'Maksim Paster', 'Irina Dolzhenko', 'Bolshoi Theatre Orchestra', 'Alexander Vedernikov",0.457,0.0312,0,-23.779,1,0.0395,0.862,0.049,0.187,0.371,165.39,294187,4,7
385,You Got Gold,For Pilots,0.575,0.594,9,-11.024,1,0.0351,0.06,0.000146,0.276,0.825,167.892,278360,4,4
386,Before I Wake,Roy Schneider,0.893,0.632,9,-7.381,0,0.176,0.0469,4.1e-05,0.098,0.648,95.983,181677,4,6
387,249 - Monstercat: Call of the Wild,Monstercat Call of the Wild,0.442,0.867,10,-4.039,0,0.156,0.0147,0.00407,0.425,0.234,125.024,3715078,4,5
388,You,Buva,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,4
389,Burford's Bop - Instrumental,Jimmy Thackery,0.627,0.841,5,-7.674,0,0.0573,0.0139,0.906,0.312,0.651,104.572,250240,4,3
390,Sweet Heaven,Norman And Nancy Blake,0.78,0.547,0,-9.594,1,0.0526,0.00189,0.918,0.117,0.536,124.99,206027,4,3
391,Celebrate Christ,Pastor Gary L. Wyatt,0.588,0.711,2,-5.93,1,0.0262,0.0124,0.00203,0.124,0.375,98.003,303533,4,4
392,Angel Come,Secret Machines,0.759,0.335,7,-10.834,1,0.0273,0.681,0,0.1,0.622,93.509,221573,4,7
393,"Bassoon Concerto in B flat major, K. 191 : III. Rondo: Tempo di menuetto","Stepan Turnovsky', 'Vienna Mozart Academy",0.354,0.0721,10,-22.149,1,0.045,0.994,0.764,0.126,0.285,120.588,262429,3,1
394,I Dig,Nick Moss Band,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188,259000,4,6
395,In This Town,Sawyer Brown,0.685,0.746,5,-4.558,1,0.274,0.0127,0,0.32,0.594,64.95,151500,4,8
396,Polonaise No. 14 in G-Sharp Minor,"Frédéric Chopin', 'Idil Biret",0.291,0.141,8,-21.783,0,0.0401,0.991,0.914,0.11,0.135,138.822,437680,4,1
397,Troubled Soul,Jesse Sykes & The Sweet Hereafter,0.582,0.508,0,-11.704,1,0.0447,0.125,0,0.206,0.516,77.983,408370,4,4
398,Take You There,Pete Rock & C.L. Smooth,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,236693,4,6
399,"Romanian Rhapsody in A Major, Op. 11 No. 1","George Enescu', 'Royal Scottish National Orchestra', 'Neeme Järvi",0.213,0.253,9,-17.108,1,0.0471,0.894,0.769,0.035,0.0688,89.636,809373,4,1
400,Concerto for Orchestra: IV. Aubade: Allegretto,"Gerard Schurmann', 'BBC Philharmonic",0.137,0.0577,3,-25.394,1,0.0406,0.968,0.829,0.0757,0.0348,74.799,272160,4,1
401,Alien's Blues,Bob Margolin,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,155933,4,3
402,Little Church,Miles Davis,0.257,0.14,2,-19.46,1,0.0379,0.755,0.442,0.088,0.0733,92.319,395253,4,1
403,Everybody Does,Julien Baker,0.656,0.181,5,-8.544,1,0.0322,0.852,0,0.061,0.342,111.438,145889,4,7
404,Pictures At an Exhibition: VI. Samuel Goldenberg and Schmuyle - Orch. Ravel,"Maurice Ravel', 'Modest Mussorgsky', 'Rundfunk-Sinfonieorchester Leipzig', 'Herbert Kegel",0.343,0.117,6,-21.988,0,0.0489,0.92,0.806,0.386,0.0394,113.888,141040,1,1
405,Womlinba,Obo Okrapong/Addy,0.613,0.636,10,-11.214,0,0.145,0.834,0.0874,0.106,0.281,93.604,366707,3,6
406,7 Dances: No. 7. Big!,"Andy Scott', 'Aquarelle Guitar Quartet",0.509,0.123,7,-20.381,1,0.0417,0.965,0.877,0.114,0.395,107.74,143267,4,1
407,Grinding for the Money,Zhadowxxx,0.546,0.617,0,-10.188,0,0.0655,0.00407,0,0.451,0.22,140.061,263161,4,6
408,"Don't Swim, Float","Harry Manx', 'Kevin Breit",0.39,0.826,1,-8.118,1,0.061,0.0031,0.868,0.13,0.394,119.982,217306,4,3
409,Love You,Jody Whitesides,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4,8
410,Through Self-Repulsion,Obscure,0.254,0.876,1,-9.526,1,0.247,0.0474,0.0346,0.132,0.205,101.007,335621,4,4
411,Amongst The Fallen,Benümb,0.607,0.399,2,-12.163,1,0.036,0.892,0.000317,0.1,0.688,75.476,571080,4,7
412,A Pot In Which To Piss,Titus Andronicus,0.157,0.802,4,-5.384,1,0.0548,0.244,0.075,0.208,0.17,163.596,533893,4,4
413,Mary Sunday,Get Back Loretta,0.8,0.697,1,-4.17,1,0.177,0.00273,0,0.106,0.818,149.026,186693,4,4
414,Hopelessly In Love,Prime Time Funk,0.489,0.0132,2,-29.262,1,0.0425,0.995,0.911,0.0917,0.196,91.612,180889,3,1
415,Who I Am,Doyle Bramhall II,0.463,0.674,7,-5.422,1,0.0319,0.0115,0,0.123,0.259,84.039,255234,4,4
416,Loch Lomond,Mackenzie Tolk,0.381,0.224,8,-9.643,1,0.0274,0.903,0,0.103,0.101,144.108,200644,4,7
417,Christopher Columbus,Nazz,0.899,0.477,1,-7.936,1,0.165,0.119,3.32e-06,0.153,0.383,87.978,182739,4,4
418,On Choppers,"Big Pokey', 'Big Moe",0.685,0.764,5,-5.818,0,0.0784,0.11,0,0.286,0.522,86.022,273333,4,6
419,Txl / Back in Berlin,Michael Schiefel,0.275,0.0943,11,-15.357,0,0.0338,0.937,9.33e-06,0.115,0.0374,137.931,320176,3,7
420,Gembe Ng'honela Ng'wana Makanga,Various Artists,0.702,0.0558,9,-18.742,1,0.845,0.946,0,0.683,0.68,76.613,36747,3,8
421,Lost and Aware,Old Man Shattered,0.318,0.632,1,-5.008,1,0.0306,2.37e-05,0,0.225,0.29,174.055,229507,3,4
422,Sweet Inspirations,Sista Monica Parker,0.667,0.678,5,-8.18,1,0.0264,0.168,9.39e-05,0.118,0.921,110.446,175533,4,4
423,Seafaring Men,David HB Drake,0.594,0.657,6,-9.651,0,0.218,0.816,0,0.349,0.871,180.011,215008,4,6
424,The Clock (arr. for Russian folk instruments),"Evgeny Stetsyuk', 'Johann Baptist Savio', 'Style of Five",0.573,0.217,4,-26.644,1,0.0465,0.732,0.166,0.0462,0.57,156.925,138173,3,7
425,Wise Old Weak,The Impossible Shapes,0.373,0.499,6,-12.173,0,0.0523,0.467,0.761,0.128,0.489,111.251,148080,4,3
426,Stolen At Gunpoint,Tijuana No!,0.722,0.659,9,-5.418,0,0.0541,0.0118,5.77e-06,0.219,0.509,92.048,237308,4,6
427,La Muralla,"Ana Belén', 'Víctor Manuel",0.724,0.856,8,-6.119,0,0.0283,0.0653,1.85e-06,0.354,0.891,129.794,161800,4,6
428,Can't Be Your Jesus,Brett Knickerbocker,0.293,0.971,4,-3.542,0,0.274,0.0009,1.59e-06,0.198,0.208,172.139,229569,4,8
429,"The Contender (feat. Matt Gold, Dave Miller, Matt Ulery & Quin Kirchner)",Greg Ward Presents Rogue Parade,0.38,0.451,1,-12.339,1,0.0436,0.317,0.0146,0.0717,0.694,171.778,507428,1,7
430,Karmic Lemonade,Velvet Starlings,0.442,0.94,0,-3.474,1,0.0425,4.29e-05,3.61e-05,0.127,0.518,129.989,227467,4,4
431,I Love Everybody (I Love Everything),Marshall Chapman,0.729,0.722,5,-5.733,0,0.051,0.0891,2.91e-05,0.173,0.691,130.046,274707,4,6
432,Spillane,Thingy,0.669,0.667,6,-7.028,0,0.362,0.187,0,0.172,0.512,77.985,293874,4,8
433,Dertli,Niyaz,0.655,0.484,4,-7.485,0,0.0419,0.675,0,0.122,0.519,115.486,260555,4,6
434,Be Strong,"Mariahlynn', 'Shatta Wale', 'mixedbykamillion",0.545,0.569,7,-7.265,0,0.286,0.746,0,0.266,0.681,149.243,220344,4,8
435,"The Hours: Morning Passages (From ""The Hours"")","Philip Glass', 'Nicolas Horvath",0.263,0.134,3,-21.538,1,0.0392,0.977,0.897,0.139,0.0347,64.822,305440,4,1
436,If,Elaine Stritch,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07,195013,4,6
437,Israel: II. Allegro agitato,"Ernest Bloch', 'Slovak Radio Symphony Orchestra', 'Dalia Atlas",0.212,0.0652,4,-23.545,0,0.0387,0.778,0.908,0.124,0.0381,121.839,855440,3,1
438,Las Cosas de la Vida,Aterciopelados,0.569,0.88,1,-4.098,1,0.0435,0.0606,0,0.108,0.748,98.001,207187,4,4
439,Stalker!,Marcus Anderson,0.651,0.309,11,-12.794,0,0.032,0.21,0,0.0994,0.65,120.134,175000,4,6
440,Before We Wake Up,New Duo,0.648,0.356,9,-11.583,0,0.0631,0.575,0.00217,0.115,0.177,145.96,146340,4,6
441,Etheros,Au5,0.0876,0.294,0,-17.091,1,0.042,0.228,0.977,0.152,0.0323,86.392,414939,4,1
442,ARRIVAL,PRICE,0.101,0.0162,2,-30.002,1,0.0442,0.975,0.974,0.104,0.162,88.996,185841,4,1
443,Nigun Rikud II,Zalman Goldstein,0.512,0.712,7,-7.081,0,0.0401,0.136,1.15e-06,0.206,0.847,140.068,173801,4,6
444,Awakening Spirits,Ephemeral Mists,0.292,0.201,11,-14.846,0,0.0346,0.988,0.897,0.1,0.104,115.773,303373,4,1
445,Soledad,ChiChi Peralta,0.726,0.177,1,-14.824,0,0.0353,0.896,2.14e-06,0.116,0.618,92.934,214547,4,7
446,Sprung a Leak,Superchunk,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,232147,4,7
447,Puerto Allegre Jam,Rick Braun,0.735,0.854,8,-8.506,1,0.0364,0.194,0.281,0.0886,0.815,103.972,340920,4,4
448,Undertow (The Albatross II),A Storm of Light,0.0585,0.815,2,-15.601,1,0.107,0.781,0.959,0.326,0.037,68.218,195560,4,1
449,Leichtes Lied,Strom & Wasser,0.444,0.616,6,-10.11,0,0.046,0.584,0.000799,0.325,0.664,172.095,400987,4,6
450,Loose Lips,The Mighty Blue Kings,0.603,0.429,2,-9.668,1,0.25,0.734,0,0.265,0.799,144.7,147987,4,8
451,Big Kids,John Lithgow,0.763,0.713,5,-0.991,1,0.156,0.237,0,0.115,0.952,89.168,153380,4,4
452,Ca Ira - The Yorkshire Lass,"Traditional', 'Pinkney', 'Coldstream Guards Regimental Band', 'T.L. Sharpe",0.676,0.297,3,-21.062,1,0.037,0.943,0.957,0.0748,0.896,113.229,92800,4,7
453,Двое на качелях,Alsou,0.67,0.789,6,-4.914,1,0.0309,0.33,2.26e-05,0.0782,0.625,90.003,194667,4,4
454,Like A Train Needs A Track,Lonesome River Band,0.643,0.786,6,-5.691,1,0.0306,0.498,1.55e-05,0.138,0.94,129.969,175147,4,4
455,Champagne,Django Django,0.423,0.667,6,-7.012,0,0.326,0.758,0,0.246,0.496,86.743,336511,4,8
456,Oscurità,Ancient Bards,0.437,0.932,9,-5.046,0,0.0695,0.0043,0.000662,0.0764,0.141,90.038,379747,4,6
457,Self-Regulating System,Pharmakon,0.292,0.948,1,-3.611,1,0.0648,1.39e-05,0.818,0.336,0.0341,128.1,382994,3,3
458,Poseidon,Mythark,0.882,0.368,2,-8.742,1,0.0504,0.043,0.0436,0.109,0.111,130.027,181290,4,4
459,Beneath the Deep Blue Sea,Martin Zarzar,0.595,0.878,5,-4.341,0,0.0401,0.000293,0.00266,0.174,0.465,93.94,214533,4,6
460,Universal Enlightment,Innerzone,0.459,0.98,7,-8.29,1,0.0562,0.0557,0.862,0.354,0.58,139.98,582857,4,3
461,"Apres un reve, Op. 7, No. 1 (arr. for cello and guitar): 3 Songs, Op. 7: No. 1. Apres un reve (arr. for cello and guitar)","Gabriel Fauré', 'Claremont Duo",0.226,0.0609,5,-25.674,0,0.0532,0.982,0.875,0.0946,0.0836,89.794,170933,4,1
462,Affirmation,George Benson,0.481,0.782,8,-8.145,1,0.0717,0.0102,1.77e-06,0.127,0.648,169.985,295800,4,4
463,Darkness Within,Astral Chaos,0.271,0.903,7,-5.708,1,0.182,0.0152,6.21e-05,0.103,0.0865,149.677,387843,4,4
464,Anybody Killa,Tha Dogg Pound,0.687,0.705,7,-6.539,1,0.115,0.0205,0,0.356,0.519,77.002,261840,4,4
465,Je ne suis qu'une chanson,Ginette Reno,0.556,0.661,9,-4.316,0,0.0334,0.217,0,0.117,0.199,80.064,287891,4,6
466,Sassy,Matt Johnson,0.744,0.76,0,-5.381,1,0.183,0.287,6.4e-05,0.0791,0.494,97.02,186065,4,4
467,Ponte Bellaca (Veron Ray Mix) [feat. John O & E.Q.],"RhythmDB', 'John O.', 'E.Q.",0.713,0.825,8,-11.532,1,0.0407,0.222,0.774,0.1,0.107,125.0,298080,4,3
468,The 3rd Floor (Night Version),B! Machine,0.806,0.579,10,-10.276,0,0.06,0.00487,0.613,0.0464,0.555,123.026,320360,4,6
469,When You Wish Upon a Star - From Pinocchio,"""Pickin' On Series""",0.602,0.0102,0,-29.986,1,0.0487,0.992,0.915,0.097,0.331,63.586,153846,4,1
470,Once In A Blue Mood,"Bill Bickford', 'Wolfgang Schmid', 'Billy Cobham",0.351,0.253,5,-17.08,0,0.0301,0.0241,0.716,0.075,0.273,172.925,454333,3,3
471,"Suite bergamasque, L. 75: IV. Passepied","Claude Debussy', 'Jean-Efflam Bavouzet",0.365,0.0216,6,-30.717,0,0.036,0.993,0.927,0.102,0.227,92.086,224040,4,1
472,One and Only,Mystic-Force,0.528,0.468,5,-5.306,1,0.0287,0.295,0,0.165,0.185,154.974,348227,3,4
473,"Mazurkas, Op. 33: No. 4 in B Minor","Frédéric Chopin', 'Alessandro Deljavan",0.342,0.0139,7,-30.757,1,0.0438,0.992,0.926,0.113,0.103,99.35,298720,3,1
474,Magnificat Tone VIII: Quia respexit humilitatem ancillae suae - Quia fecit mihi magna qui potens est,"Pierre de la Rue', 'Viva-Voce', 'Peter Schubert",0.205,0.138,0,-23.076,1,0.0505,0.991,0.00422,0.246,0.121,79.294,116987,1,1
475,Ikaw,Sarah Geronimo,0.513,0.38,11,-11.091,1,0.0336,0.12,0,0.0924,0.323,120.952,263500,4,4
476,Kids These Days,Shakey Graves,0.501,0.839,0,-5.3,1,0.0433,0.187,4.18e-05,0.205,0.51,121.891,222513,4,4
477,White Balance,Buttness,0.0822,0.412,5,-29.86,0,0.0574,0.0991,0.439,0.191,0.0245,167.344,144000,4,1
478,Fighter Pilot,Guided By Voices,0.604,0.574,6,-5.127,1,0.941,0.799,0,0.908,0.561,83.311,178137,3,8
479,11/26,After The Burial,0.46,0.985,1,-3.602,1,0.145,1.93e-05,0.431,0.629,0.152,95.002,308371,3,0
480,The Impossible Dream,"""Joker's Wild""",0.442,0.371,11,-9.759,1,0.0282,0.868,0,0.0733,0.38,93.039,139027,3,7
481,Polonaise No. 15 in B-Flat Minor,"Frédéric Chopin', 'Idil Biret",0.351,0.0269,10,-28.267,0,0.0378,0.992,0.878,0.116,0.0899,68.506,327480,4,1
482,"Concertango, Op. 55: IV. Amortango","Paolo Pessina', 'Adriatic Symphony Orchestra",0.236,0.0345,7,-20.505,0,0.047,0.919,0.499,0.0809,0.0391,77.93,246333,3,1
483,Atras Da Porta,"Brian Lynch', 'Bill Charlap', 'Dwayne Burno', 'Joe Farnsworth",0.316,0.223,11,-14.091,0,0.0343,0.334,0.00964,0.19,0.126,183.3,168093,4,7
484,Dogs On the East Side,Last Train Home,0.512,0.791,0,-6.208,1,0.0391,5.03e-05,0,0.308,0.57,149.998,245714,4,4
485,Reflections,Bobby Broom,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4,6
486,The Thunderer,"Gramercy Brass', 'John Henry Lambert",0.601,0.469,10,-15.303,1,0.0524,0.973,0.905,0.121,0.86,121.327,161006,4,3
487,Salt Mine,Joyero,0.594,0.435,0,-6.754,1,0.0272,0.0763,0,0.315,0.375,136.089,248097,3,4
488,Sunshine,Mike Charles,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,163855,4,4
489,Black Point Road,Red Rooster,0.542,0.592,9,-8.014,1,0.0458,0.709,0.00458,0.111,0.304,172.145,255720,4,7
490,And So It Goes,Jori Chisholm,0.433,0.0871,0,-14.532,1,0.0341,0.91,1.98e-05,0.113,0.336,135.498,217573,4,7
491,Since I've Had You On My Mind,Rita Chiarelli,0.51,0.328,2,-9.047,1,0.0337,0.811,0,0.142,0.378,179.769,205356,4,7
492,If I Ever Fall In Love,Eclipse 6,0.402,0.205,6,-11.232,1,0.038,0.758,0,0.147,0.42,143.994,189027,4,7
493,The Offering,Janiece Jaffe,0.48,0.861,6,-6.836,1,0.0477,0.00329,0.0559,0.0907,0.377,135.055,349653,4,4
494,Blue Christmas,Sawyer Brown,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,129173,4,7
495,Drive,Modern Diet,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4,7
496,Waves Drift Ashore,Tribe of Heaven,0.257,0.24,7,-8.963,1,0.0318,0.756,0,0.109,0.207,85.744,186267,4,7
497,How Long - Single Version,Ace,0.715,0.402,0,-13.858,0,0.0301,0.58,0.134,0.101,0.725,123.213,200947,4,6
498,Headaches,Allan Sherman,0.442,0.528,10,-9.269,1,0.0562,0.565,0.029,0.0944,0.233,132.932,311537,4,7
499,"Your Love - 7"" Version",Norman Connors,0.697,0.793,8,-6.133,0,0.0302,0.0706,0.00127,0.054,0.708,116.65,216520,4,6
500,Buildings,Out Out,0.472,0.604,6,-6.508,0,0.0279,0.0421,0.201,0.0818,0.322,88.969,288733,4,6
501,Kerosene,Excizen,0.628,0.92,7,-3.252,1,0.0287,0.00687,5.34e-05,0.337,0.808,126.998,185800,4,4
502,Love-In-Tokyo,Television Robbers,0.559,0.65,6,-7.346,0,0.437,0.899,0.886,0.138,0.347,179.952,358113,4,8
503,The Hour of the Sheep (Matsuridaiko),Synergy,0.311,0.00441,7,-46.598,0,0.0469,0.0965,0.945,0.092,0.7,104.443,44773,4,1
504,When I Have You,Red Mitchell,0.592,0.685,0,-8.946,1,0.0337,0.0749,2.19e-05,0.0971,0.396,81.492,277267,4,4
505,Soul Addiction,Sylar,0.244,0.934,1,-4.468,0,0.434,0.00125,0,0.317,0.267,197.869,209267,4,8
506,Julen I Hjertet,"Janne Mark', 'Arve Henriksen",0.49,0.494,2,-8.408,1,0.0254,0.452,0,0.103,0.06,75.053,244514,4,7
507,Paperdollz,ThaGataNegrra,0.446,0.339,2,-8.266,0,0.03,0.0936,0.00364,0.103,0.281,109.17,205400,4,6
508,Carrboro,Schooner,0.817,0.305,9,-10.975,1,0.07,0.523,0,0.0325,0.809,108.358,186720,4,4
509,Ideal simplifié,Laurent Voulzy,0.753,0.447,7,-13.486,1,0.0296,0.238,0,0.0962,0.748,113.32,270840,4,4
510,100 Years,Alex Seifert,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,244600,4,4
511,WRAITH,Thouxanbanfauni,0.873,0.582,5,-9.901,1,0.047,0.0282,0.0699,0.182,0.77,122.005,255613,4,4
512,Farewell My Love,Libitina,0.162,0.237,4,-15.332,0,0.0411,0.848,0.719,0.285,0.119,39.882,167800,3,1
513,"Too Much In Love To Care (From ""Sunset Boulevard"")",Stars Of the London Stage,0,0,0,0,0,0,0,0,0,0,0,0,0,2
514,"Don Giovanni, K. 527: Madamina","Wolfgang Amadeus Mozart', 'Andrea Martin', 'Donna Robin', 'Vienna Mozart Orchestra', 'Konrad Leitner",0.351,0.185,2,-17.693,1,0.0441,0.99,0.0169,0.109,0.311,130.24,343267,4,7
515,Represent,Retic,0.708,0.832,1,-4.964,1,0.318,0.02,2.8e-06,0.189,0.618,92.428,252600,4,8
516,Together Burning Bright,The Used,0.519,0.741,5,-7.547,1,0.0308,0.0147,0.000418,0.235,0.426,150.0,231280,4,4
517,Cedar Grove,Bill Clifton,0.65,0.772,8,-7.973,0,0.332,0.263,0,0.232,0.791,172.093,179252,4,8
518,昨天你去哪啊,Anita Mui,0.553,0.328,6,-10.827,1,0.0355,0.537,3.43e-05,0.105,0.224,118.108,275466,4,7
519,Romanian Fantasy No. 1,Alicia Svigals,0.467,0.165,11,-19.13,0,0.0668,0.833,4.13e-05,0.0504,0.61,84.09,205600,4,7
520,Quietly There,Tracy Jane Comer,0.289,0.139,0,-18.59,0,0.0305,0.645,0.147,0.097,0.046,81.576,368160,4,7
