,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
528,Tell Him,"Barbra Streisand', 'Céline Dion",0.655,0.647,1,-9.465,1,0.0903,0.19,0.00877,0.0412,0.931,80.077,audio_features,7iCs98iS5n6KCI4q3H7zp9,spotify:track:7iCs98iS5n6KCI4q3H7zp9,https://api.spotify.com/v1/tracks/7iCs98iS5n6KCI4q3H7zp9,https://api.spotify.com/v1/audio-analysis/7iCs98iS5n6KCI4q3H7zp9,280760,4
529,Smoke And Mirrors,Piggy D.,0.594,0.58,2,-7.449,0,0.0268,0.0916,0.000633,0.103,0.287,99.687,audio_features,4rkHlyzSXB9wOS7AD1Vt8P,spotify:track:4rkHlyzSXB9wOS7AD1Vt8P,https://api.spotify.com/v1/tracks/4rkHlyzSXB9wOS7AD1Vt8P,https://api.spotify.com/v1/audio-analysis/4rkHlyzSXB9wOS7AD1Vt8P,282283,4
530,Amma,The Nommos,0.2,0.189,4,-22.053,1,0.0422,0.905,0.728,0.101,0.176,140.192,audio_features,0nqtOf7OZfOIKgv2ejTb6P,spotify:track:0nqtOf7OZfOIKgv2ejTb6P,https://api.spotify.com/v1/tracks/0nqtOf7OZfOIKgv2ejTb6P,https://api.spotify.com/v1/audio-analysis/0nqtOf7OZfOIKgv2ejTb6P,199024,3
531,Fighter,Christina Aguilera,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,audio_features,7nXq1vaZiz7PdbfojpPjW5,spotify:track:7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/tracks/7nXq1vaZiz7PdbfojpPjW5,https://api.spotify.com/v1/audio-analysis/7nXq1vaZiz7PdbfojpPjW5,245960,4
532,What Might Have Been,Buck McCoy,0.621,0.201,7,-15.112,1,0.0296,0.623,0,0.131,0.146,130.627,audio_features,04F6rARD2mv4JiT8WglIDz,spotify:track:04F6rARD2mv4JiT8WglIDz,https://api.spotify.com/v1/tracks/04F6rARD2mv4JiT8WglIDz,https://api.spotify.com/v1/audio-analysis/04F6rARD2mv4JiT8WglIDz,238800,4
533,Dead Man,M. Ward,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,audio_features,5VlTQnZO89Ioku8ssdbqJk,spotify:track:5VlTQnZO89Ioku8ssdbqJk,https://api.spotify.com/v1/tracks/5VlTQnZO89Ioku8ssdbqJk,https://api.spotify.com/v1/audio-analysis/5VlTQnZO89Ioku8ssdbqJk,247080,4
534,Worship You Lord,Maurette Brown Clark,0.14,0.407,5,-7.658,0,0.0369,0.675,0.0251,0.0946,0.0685,86.389,audio_features,1wSPEoPwfTcOQTg4LJp44J,spotify:track:1wSPEoPwfTcOQTg4LJp44J,https://api.spotify.com/v1/tracks/1wSPEoPwfTcOQTg4LJp44J,https://api.spotify.com/v1/audio-analysis/1wSPEoPwfTcOQTg4LJp44J,243252,4
535,White Christmas,The Ray Conniff Singers,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,audio_features,4so0Wek9Ig1p6CRCHuINwW,spotify:track:4so0Wek9Ig1p6CRCHuINwW,https://api.spotify.com/v1/tracks/4so0Wek9Ig1p6CRCHuINwW,https://api.spotify.com/v1/audio-analysis/4so0Wek9Ig1p6CRCHuINwW,177480,3
536,Salute To Satchmo,Al Hirt and His Band,0.649,0.278,0,-16.044,1,0.0431,0.597,4.79e-05,0.218,0.541,110.207,audio_features,4gvlOGWXdYlmbM9YvYXKtU,spotify:track:4gvlOGWXdYlmbM9YvYXKtU,https://api.spotify.com/v1/tracks/4gvlOGWXdYlmbM9YvYXKtU,https://api.spotify.com/v1/audio-analysis/4gvlOGWXdYlmbM9YvYXKtU,396000,4
537,Pictures at an Exhibition (Orch. M. Ravel): Promenade I,"Modest Mussorgsky', 'St. Louis Symphony', 'Leonard Slatkin",0.345,0.0294,5,-17.627,1,0.0392,0.979,0.962,0.285,0.205,88.097,audio_features,4edX8xopbaXGJN8n1rW7Vk,spotify:track:4edX8xopbaXGJN8n1rW7Vk,https://api.spotify.com/v1/tracks/4edX8xopbaXGJN8n1rW7Vk,https://api.spotify.com/v1/audio-analysis/4edX8xopbaXGJN8n1rW7Vk,95400,4
538,Ever Since Ya Pulled Me Under,Big Head Todd and The Monsters,0.603,0.756,9,-7.578,0,0.0526,0.135,8.29e-05,0.0872,0.734,163.977,audio_features,1rLDeLGw6eM7IIBsCa5yqm,spotify:track:1rLDeLGw6eM7IIBsCa5yqm,https://api.spotify.com/v1/tracks/1rLDeLGw6eM7IIBsCa5yqm,https://api.spotify.com/v1/audio-analysis/1rLDeLGw6eM7IIBsCa5yqm,304893,4
539,Hump Hump,The Nillaz,0.919,0.536,10,-7.069,1,0.0586,0.545,0.000241,0.0908,0.848,128.015,audio_features,19hj3nxRVpP16CgIMstKA6,spotify:track:19hj3nxRVpP16CgIMstKA6,https://api.spotify.com/v1/tracks/19hj3nxRVpP16CgIMstKA6,https://api.spotify.com/v1/audio-analysis/19hj3nxRVpP16CgIMstKA6,151000,3
540,The Song Of Song,Murray Gold,0.368,0.226,1,-13.759,1,0.0515,0.909,0.861,0.107,0.396,116.124,audio_features,3lVnRpi0TotDG5HYBaDZiE,spotify:track:3lVnRpi0TotDG5HYBaDZiE,https://api.spotify.com/v1/tracks/3lVnRpi0TotDG5HYBaDZiE,https://api.spotify.com/v1/audio-analysis/3lVnRpi0TotDG5HYBaDZiE,179547,3
541,The Outlaw Ocean,"tyDi', 'Ian Urbina",0.882,0.535,1,-9.16,1,0.0552,0.248,0.856,0.115,0.0398,121.01,audio_features,7b0lTuP5es4A2zDcIiHHGc,spotify:track:7b0lTuP5es4A2zDcIiHHGc,https://api.spotify.com/v1/tracks/7b0lTuP5es4A2zDcIiHHGc,https://api.spotify.com/v1/audio-analysis/7b0lTuP5es4A2zDcIiHHGc,414523,4
542,Freedom Is In the Trying,Wynton Marsalis,0.659,0.579,8,-10.398,1,0.425,0.862,0.000112,0.116,0.825,158.006,audio_features,64X9pkOv4WGxP5irHWlrMM,spotify:track:64X9pkOv4WGxP5irHWlrMM,https://api.spotify.com/v1/tracks/64X9pkOv4WGxP5irHWlrMM,https://api.spotify.com/v1/audio-analysis/64X9pkOv4WGxP5irHWlrMM,165240,4
543,Angels We Have Heard on High,The Irish Rovers,0.456,0.497,5,-10.843,0,0.0399,0.872,0.184,0.101,0.605,119.411,audio_features,5or7bhNB7mwNombgXS0uGe,spotify:track:5or7bhNB7mwNombgXS0uGe,https://api.spotify.com/v1/tracks/5or7bhNB7mwNombgXS0uGe,https://api.spotify.com/v1/audio-analysis/5or7bhNB7mwNombgXS0uGe,253622,4
544,Tango,"Igor Stravinsky', 'Jenny Lin",0.53,0.519,4,-5.998,0,0.224,0.2,0,0.112,0.462,144.993,audio_features,24jrwTJSlYOCguuLa4j28A,spotify:track:24jrwTJSlYOCguuLa4j28A,https://api.spotify.com/v1/tracks/24jrwTJSlYOCguuLa4j28A,https://api.spotify.com/v1/audio-analysis/24jrwTJSlYOCguuLa4j28A,186056,4
545,Down in the Earth,Pneumatic Detach,0.561,0.821,2,-6.362,1,0.398,0.00156,0,0.0854,0.22,174.08,audio_features,6nCKGEwM6QKC0aZyp5ZuYF,spotify:track:6nCKGEwM6QKC0aZyp5ZuYF,https://api.spotify.com/v1/tracks/6nCKGEwM6QKC0aZyp5ZuYF,https://api.spotify.com/v1/audio-analysis/6nCKGEwM6QKC0aZyp5ZuYF,180587,4
546,Mia irmana fremosa / Muiñeira de Poio (con Pat Kilbride),"Luar Na Lubre', 'Pat Kilbride",0.316,0.415,9,-8.728,1,0.0336,0.607,3.65e-05,0.107,0.567,179.294,audio_features,46MN7jFdQrPyaVBjBgC04f,spotify:track:46MN7jFdQrPyaVBjBgC04f,https://api.spotify.com/v1/tracks/46MN7jFdQrPyaVBjBgC04f,https://api.spotify.com/v1/audio-analysis/46MN7jFdQrPyaVBjBgC04f,218881,3
547,Back The Way,Carly Simon,0.609,0.618,0,-4.584,1,0.0318,0.178,0,0.169,0.545,80.502,audio_features,6xBmy4aV5qQvoeP8R9ned9,spotify:track:6xBmy4aV5qQvoeP8R9ned9,https://api.spotify.com/v1/tracks/6xBmy4aV5qQvoeP8R9ned9,https://api.spotify.com/v1/audio-analysis/6xBmy4aV5qQvoeP8R9ned9,206293,3
548,"Wir gläuben all an einen Gott, BWV 680","Johann Sebastian Bach', 'Jörg Halubek",0.0917,0.11,2,-19.374,0,0.0408,0.983,0.919,0.0837,0.163,52.22,audio_features,2DbpEbQ3dHdjkQyDSNo4Q3,spotify:track:2DbpEbQ3dHdjkQyDSNo4Q3,https://api.spotify.com/v1/tracks/2DbpEbQ3dHdjkQyDSNo4Q3,https://api.spotify.com/v1/audio-analysis/2DbpEbQ3dHdjkQyDSNo4Q3,213387,4
549,Hampshire,Original Soundtrack,0.403,0.0273,1,-26.497,1,0.043,0.956,0.948,0.158,0.135,84.169,audio_features,0Z8auoHguIXLgSMzqT3kZr,spotify:track:0Z8auoHguIXLgSMzqT3kZr,https://api.spotify.com/v1/tracks/0Z8auoHguIXLgSMzqT3kZr,https://api.spotify.com/v1/audio-analysis/0Z8auoHguIXLgSMzqT3kZr,183391,4
550,Show Me Something,Eleven,0.591,0.862,8,-5.982,1,0.21,0.108,1.29e-05,0.103,0.806,78.444,audio_features,6sAic1RifoLBsJApRomgkq,spotify:track:6sAic1RifoLBsJApRomgkq,https://api.spotify.com/v1/tracks/6sAic1RifoLBsJApRomgkq,https://api.spotify.com/v1/audio-analysis/6sAic1RifoLBsJApRomgkq,197043,4
551,Before the Summer's Gone,The Company,0.435,0.496,7,-13.417,1,0.0301,0.333,0.000116,0.219,0.856,84.51,audio_features,5LWT3bjDtVym5iELBbvJXz,spotify:track:5LWT3bjDtVym5iELBbvJXz,https://api.spotify.com/v1/tracks/5LWT3bjDtVym5iELBbvJXz,https://api.spotify.com/v1/audio-analysis/5LWT3bjDtVym5iELBbvJXz,183933,4
552,Jump Jive and Wail,Sister Swing,0.758,0.623,5,-6.505,1,0.055,0.373,1.79e-06,0.0589,0.963,95.992,audio_features,4bdAwSCHzZRm3jKLqoU9KV,spotify:track:4bdAwSCHzZRm3jKLqoU9KV,https://api.spotify.com/v1/tracks/4bdAwSCHzZRm3jKLqoU9KV,https://api.spotify.com/v1/audio-analysis/4bdAwSCHzZRm3jKLqoU9KV,183320,4
553,Ooh Poo Pah Doo,The Shirelles,0.718,0.653,9,-11.46,1,0.0907,0.267,0,0.404,0.781,132.669,audio_features,2LZ670fNl1hhi58pP9my0Q,spotify:track:2LZ670fNl1hhi58pP9my0Q,https://api.spotify.com/v1/tracks/2LZ670fNl1hhi58pP9my0Q,https://api.spotify.com/v1/audio-analysis/2LZ670fNl1hhi58pP9my0Q,141714,4
554,Sage Hill / Catnip Tea,Michael Mendelson & Friends,0.683,0.37,7,-10.816,1,0.0402,0.936,0.852,0.339,0.96,102.103,audio_features,3Pr7oFKAJJyFGn7WjQa7HC,spotify:track:3Pr7oFKAJJyFGn7WjQa7HC,https://api.spotify.com/v1/tracks/3Pr7oFKAJJyFGn7WjQa7HC,https://api.spotify.com/v1/audio-analysis/3Pr7oFKAJJyFGn7WjQa7HC,234800,4
555,Wild Man Blues - Remastered 1992,"Ferdinand ""Jelly Roll"" Morton', 'Louis Armstrong', 'Jelly Roll Morton & His Red Hot Peppers",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
556,Perpetuum Mobile,Comedian Harmonists,0.54,0.322,0,-15.317,1,0.0431,0.907,0.859,0.117,0.786,164.799,audio_features,1MIwRUsj23h7cYn6mNiqHw,spotify:track:1MIwRUsj23h7cYn6mNiqHw,https://api.spotify.com/v1/tracks/1MIwRUsj23h7cYn6mNiqHw,https://api.spotify.com/v1/audio-analysis/1MIwRUsj23h7cYn6mNiqHw,269800,4
557,Only Human - Instrumental,12 Stones,0.856,0.779,7,-6.758,0,0.0453,0.0242,0.91,0.0324,0.487,94.011,audio_features,1hLHqIeNW7MenoDknSWNEq,spotify:track:1hLHqIeNW7MenoDknSWNEq,https://api.spotify.com/v1/tracks/1hLHqIeNW7MenoDknSWNEq,https://api.spotify.com/v1/audio-analysis/1hLHqIeNW7MenoDknSWNEq,183014,4
558,Spiral Knells,"Knells, The",0.292,0.738,7,-5.888,1,0.0481,0.0655,0.0143,0.291,0.118,125.649,audio_features,4B0TFFUyd7oQHCv5mBv5tM,spotify:track:4B0TFFUyd7oQHCv5mBv5tM,https://api.spotify.com/v1/tracks/4B0TFFUyd7oQHCv5mBv5tM,https://api.spotify.com/v1/audio-analysis/4B0TFFUyd7oQHCv5mBv5tM,601227,4
559,Who Gone Be There For You,Just Joey 4L,0.609,0.723,10,-6.838,0,0.189,0.0153,2.03e-05,0.403,0.409,160.001,audio_features,5JDlblgCP4amzXPpl5uU7f,spotify:track:5JDlblgCP4amzXPpl5uU7f,https://api.spotify.com/v1/tracks/5JDlblgCP4amzXPpl5uU7f,https://api.spotify.com/v1/audio-analysis/5JDlblgCP4amzXPpl5uU7f,214413,4
560,Nasty (Who Dat) (feat. Migos),"A$AP Ferg', 'Migos",0.661,0.636,4,-4.551,0,0.118,0.0203,2.25e-05,0.378,0.428,179.041,audio_features,76T8y91xMLWJgfsEsmWGxW,spotify:track:76T8y91xMLWJgfsEsmWGxW,https://api.spotify.com/v1/tracks/76T8y91xMLWJgfsEsmWGxW,https://api.spotify.com/v1/audio-analysis/76T8y91xMLWJgfsEsmWGxW,209813,4
561,Driving Fast and Using a Car Phone to Call the Present Day,Hot Dad,0.513,0.832,7,-6.766,0,0.0267,0.00084,0.852,0.125,0.532,139.022,audio_features,4LfAZx50WA3nUrxqv90W8s,spotify:track:4LfAZx50WA3nUrxqv90W8s,https://api.spotify.com/v1/tracks/4LfAZx50WA3nUrxqv90W8s,https://api.spotify.com/v1/audio-analysis/4LfAZx50WA3nUrxqv90W8s,283000,4
562,I Shall Be Released - Studio Outtake - 1971,Bob Dylan,0.529,0.146,11,-15.114,0,0.0499,0.758,0.000156,0.1,0.407,143.603,audio_features,5vyw005QQ42hrzrLxb3xEX,spotify:track:5vyw005QQ42hrzrLxb3xEX,https://api.spotify.com/v1/tracks/5vyw005QQ42hrzrLxb3xEX,https://api.spotify.com/v1/audio-analysis/5vyw005QQ42hrzrLxb3xEX,182160,4
563,Buenos Aires Hora O,"Astor Piazzolla', 'Alfredo Marcucci', 'Ensemble Piacevole",0.6,0.492,9,-12.463,0,0.0275,0.278,0.652,0.0627,0.543,139.296,audio_features,1IIydYQ6LTzZpgLXYpNlNy,spotify:track:1IIydYQ6LTzZpgLXYpNlNy,https://api.spotify.com/v1/tracks/1IIydYQ6LTzZpgLXYpNlNy,https://api.spotify.com/v1/audio-analysis/1IIydYQ6LTzZpgLXYpNlNy,166104,4
564,Hey Gyp (Dig the Slowness),The Raconteurs,0.506,0.775,0,-7.533,1,0.152,0.000163,0.00143,0.224,0.349,112.66,audio_features,0L6BTnS09R0LUCnGpBWo2S,spotify:track:0L6BTnS09R0LUCnGpBWo2S,https://api.spotify.com/v1/tracks/0L6BTnS09R0LUCnGpBWo2S,https://api.spotify.com/v1/audio-analysis/0L6BTnS09R0LUCnGpBWo2S,145446,4
565,Aldri min sjel,Heidi Hauge,0.592,0.622,2,-7.601,1,0.309,0.331,0,0.0714,0.501,105.905,audio_features,04rkcFmdCYcUPtnxpIvsNk,spotify:track:04rkcFmdCYcUPtnxpIvsNk,https://api.spotify.com/v1/tracks/04rkcFmdCYcUPtnxpIvsNk,https://api.spotify.com/v1/audio-analysis/04rkcFmdCYcUPtnxpIvsNk,202496,3
566,Recess,52nd Street Blues Project,0.576,0.412,11,-8.184,1,0.0368,0.659,0,0.15,0.399,188.821,audio_features,1QtpKRXtJZSdJp3Y299zkQ,spotify:track:1QtpKRXtJZSdJp3Y299zkQ,https://api.spotify.com/v1/tracks/1QtpKRXtJZSdJp3Y299zkQ,https://api.spotify.com/v1/audio-analysis/1QtpKRXtJZSdJp3Y299zkQ,230501,3
567,Randy's Song,Ann Sweeten,0.898,0.573,8,-5.683,1,0.268,0.0154,0,0.0973,0.442,101.949,audio_features,6FJyD14zICxgb6l7TPChDU,spotify:track:6FJyD14zICxgb6l7TPChDU,https://api.spotify.com/v1/tracks/6FJyD14zICxgb6l7TPChDU,https://api.spotify.com/v1/audio-analysis/6FJyD14zICxgb6l7TPChDU,188291,4
568,Placebo Headwound,"The Flaming Lips', 'Peter Mokran",0.188,0.657,2,-9.991,1,0.0381,0.0152,0.0574,0.302,0.285,183.79,audio_features,30w5DRsotjEK9bLoJpYBpM,spotify:track:30w5DRsotjEK9bLoJpYBpM,https://api.spotify.com/v1/tracks/30w5DRsotjEK9bLoJpYBpM,https://api.spotify.com/v1/audio-analysis/30w5DRsotjEK9bLoJpYBpM,220973,4
569,"La belle animée d,un voyageur",Galant tu perds ton temps,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
570,Words For Nerds,Spastic Ink,0.716,0.436,0,-14.573,0,0.43,0.737,0,0.473,0.818,131.841,audio_features,4xEdtgZQsINlXRiFKs7akk,spotify:track:4xEdtgZQsINlXRiFKs7akk,https://api.spotify.com/v1/tracks/4xEdtgZQsINlXRiFKs7akk,https://api.spotify.com/v1/audio-analysis/4xEdtgZQsINlXRiFKs7akk,161507,4
571,Piano 2: III. -,"Julius Eastman', 'Joseph Kubera",0.326,0.163,1,-19.938,1,0.0325,0.974,0.948,0.153,0.198,98.903,audio_features,5Gk8zs54FzOlx66bUmkcrK,spotify:track:5Gk8zs54FzOlx66bUmkcrK,https://api.spotify.com/v1/tracks/5Gk8zs54FzOlx66bUmkcrK,https://api.spotify.com/v1/audio-analysis/5Gk8zs54FzOlx66bUmkcrK,548533,4
572,Cosmetic Surgery,Havok,0.413,0.964,1,-5.993,1,0.144,2.42e-05,0.66,0.213,0.275,164.378,audio_features,2aTh9sw1JreQz2faZHLE8f,spotify:track:2aTh9sw1JreQz2faZHLE8f,https://api.spotify.com/v1/tracks/2aTh9sw1JreQz2faZHLE8f,https://api.spotify.com/v1/audio-analysis/2aTh9sw1JreQz2faZHLE8f,264359,4
573,What Did I Take,Higher Education,0.55,0.927,1,-4.324,1,0.0815,0.00061,0.0135,0.0458,0.347,111.432,audio_features,2O4M60YhdylyjSNOXQMlIE,spotify:track:2O4M60YhdylyjSNOXQMlIE,https://api.spotify.com/v1/tracks/2O4M60YhdylyjSNOXQMlIE,https://api.spotify.com/v1/audio-analysis/2O4M60YhdylyjSNOXQMlIE,430107,4
574,Dominion - Pt. 2 (From League of Legends: Season 2),League of Legends,0.563,0.453,5,-18.987,0,0.0435,0.235,0.871,0.164,0.4,99.969,audio_features,4Bn3kWsxYYzhQw97AQ5TQK,spotify:track:4Bn3kWsxYYzhQw97AQ5TQK,https://api.spotify.com/v1/tracks/4Bn3kWsxYYzhQw97AQ5TQK,https://api.spotify.com/v1/audio-analysis/4Bn3kWsxYYzhQw97AQ5TQK,363500,3
575,Break On Though (To the Other Side),"Chris Washburne', 'The Syotos Band",0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,audio_features,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,145867,4
576,Going Back To Mississippi,Carey Bell,0.672,0.648,7,-9.543,1,0.0415,0.172,0.00194,0.363,0.643,121.255,audio_features,1aduhdI5C1v5hnCjgkpTxh,spotify:track:1aduhdI5C1v5hnCjgkpTxh,https://api.spotify.com/v1/tracks/1aduhdI5C1v5hnCjgkpTxh,https://api.spotify.com/v1/audio-analysis/1aduhdI5C1v5hnCjgkpTxh,230800,3
577,Guitar Sonata No. 2: I. Allegro deciso e appassionato,"Dušan Bogdanović', 'Goran Krivokapić",0.29,0.0752,11,-25.629,0,0.0625,0.99,0.869,0.115,0.0636,70.141,audio_features,5jGzWqL4JSAK7RNriwGW2z,spotify:track:5jGzWqL4JSAK7RNriwGW2z,https://api.spotify.com/v1/tracks/5jGzWqL4JSAK7RNriwGW2z,https://api.spotify.com/v1/audio-analysis/5jGzWqL4JSAK7RNriwGW2z,227560,3
578,Oral History,Meatwound,0.638,0.728,1,-8.11,1,0.0546,0.133,0.0408,0.135,0.263,124.997,audio_features,3LRUdG7t7BPBWl0ehbcZmA,spotify:track:3LRUdG7t7BPBWl0ehbcZmA,https://api.spotify.com/v1/tracks/3LRUdG7t7BPBWl0ehbcZmA,https://api.spotify.com/v1/audio-analysis/3LRUdG7t7BPBWl0ehbcZmA,302333,4
579,Asmatikon Cherubic Hymn,"Cappella Romana', 'Alexander Lingas",0.115,0.254,0,-16.868,1,0.0425,0.982,0.904,0.0969,0.0385,82.11,audio_features,0whM6cnGIsKq4dnCkfkb6S,spotify:track:0whM6cnGIsKq4dnCkfkb6S,https://api.spotify.com/v1/tracks/0whM6cnGIsKq4dnCkfkb6S,https://api.spotify.com/v1/audio-analysis/0whM6cnGIsKq4dnCkfkb6S,775160,1
580,Trains,Steps Ahead,0.638,0.0826,3,-23.58,0,0.0523,0.918,0.882,0.16,0.39,137.965,audio_features,2BP4wg8tI7NVCg3TeoyTaA,spotify:track:2BP4wg8tI7NVCg3TeoyTaA,https://api.spotify.com/v1/tracks/2BP4wg8tI7NVCg3TeoyTaA,https://api.spotify.com/v1/audio-analysis/2BP4wg8tI7NVCg3TeoyTaA,139130,4
581,Love Me Still,Bruce Hornsby,0.594,0.161,1,-12.692,1,0.03,0.897,0.000461,0.0729,0.46,75.943,audio_features,1Me0238KTGrw7POxazgl77,spotify:track:1Me0238KTGrw7POxazgl77,https://api.spotify.com/v1/tracks/1Me0238KTGrw7POxazgl77,https://api.spotify.com/v1/audio-analysis/1Me0238KTGrw7POxazgl77,207733,4
582,Echoes,Drops of Heart,0.285,0.322,6,-16.58,0,0.0445,0.367,0.649,0.107,0.138,133.577,audio_features,7kriFJLY2KOhw5en9iI2jb,spotify:track:7kriFJLY2KOhw5en9iI2jb,https://api.spotify.com/v1/tracks/7kriFJLY2KOhw5en9iI2jb,https://api.spotify.com/v1/audio-analysis/7kriFJLY2KOhw5en9iI2jb,1412451,4
583,The Big Break,United States Three,0.571,0.862,1,-5.295,0,0.114,0.0289,0,0.214,0.74,139.012,audio_features,2rymMNlOSFDpIryTKf9PX8,spotify:track:2rymMNlOSFDpIryTKf9PX8,https://api.spotify.com/v1/tracks/2rymMNlOSFDpIryTKf9PX8,https://api.spotify.com/v1/audio-analysis/2rymMNlOSFDpIryTKf9PX8,278693,4
584,"Viola da Gamba Sonata in G Major, BWV 1027: II. Allegro ma non tanto","Johann Sebastian Bach', 'Hille Perl', 'Michael Behringer",0.501,0.228,7,-21.156,1,0.0356,0.992,0.846,0.152,0.828,102.268,audio_features,3uRwS9xfufPNKKpldZ8d9n,spotify:track:3uRwS9xfufPNKKpldZ8d9n,https://api.spotify.com/v1/tracks/3uRwS9xfufPNKKpldZ8d9n,https://api.spotify.com/v1/audio-analysis/3uRwS9xfufPNKKpldZ8d9n,213427,3
585,Kitten Coop,Syko Friend,0.348,0.152,2,-14.263,0,0.0321,0.944,0.874,0.113,0.0496,100.941,audio_features,0RKzmUceXFCpXNKtco344b,spotify:track:0RKzmUceXFCpXNKtco344b,https://api.spotify.com/v1/tracks/0RKzmUceXFCpXNKtco344b,https://api.spotify.com/v1/audio-analysis/0RKzmUceXFCpXNKtco344b,264004,4
586,What She Said,Katy Goodman,0.35,0.00844,6,-32.596,1,0.122,0.994,0.915,0.108,0.259,88.937,audio_features,01DgyWLmCNuUBJJGuokRiq,spotify:track:01DgyWLmCNuUBJJGuokRiq,https://api.spotify.com/v1/tracks/01DgyWLmCNuUBJJGuokRiq,https://api.spotify.com/v1/audio-analysis/01DgyWLmCNuUBJJGuokRiq,124803,3
587,Quaker Dog Got Away,Stephen David Heitkotter,0.53,0.679,9,-9.065,1,0.196,0.905,0.000564,0.0892,0.481,100.018,audio_features,7iDK3AmIatvCSrVDPUKMnX,spotify:track:7iDK3AmIatvCSrVDPUKMnX,https://api.spotify.com/v1/tracks/7iDK3AmIatvCSrVDPUKMnX,https://api.spotify.com/v1/audio-analysis/7iDK3AmIatvCSrVDPUKMnX,337147,4
588,"Symphony No. 3 in D Minor: Part 2, III. Comodo. Scherzando. Ohne Hast","Gustav Mahler', 'Esa-Pekka Salonen', 'Los Angeles Philharmonic",0.257,0.0449,0,-25.783,1,0.0446,0.949,0.575,0.0659,0.343,177.081,audio_features,66XOwyTLivS8WH0VBzvGQJ,spotify:track:66XOwyTLivS8WH0VBzvGQJ,https://api.spotify.com/v1/tracks/66XOwyTLivS8WH0VBzvGQJ,https://api.spotify.com/v1/audio-analysis/66XOwyTLivS8WH0VBzvGQJ,161827,4
589,"Mazurka No. 49 in F minor, Op. 68, No. 4","Frédéric Chopin', 'Lara Downes",0.249,0.00822,7,-33.309,1,0.0414,0.995,0.919,0.0558,0.0385,68.289,audio_features,01J711cOrDAJlUKdqrrAWW,spotify:track:01J711cOrDAJlUKdqrrAWW,https://api.spotify.com/v1/tracks/01J711cOrDAJlUKdqrrAWW,https://api.spotify.com/v1/audio-analysis/01J711cOrDAJlUKdqrrAWW,173280,4
590,More Than I Do,Luvplanet,0.686,0.712,11,-6.159,1,0.0257,0.121,0,0.167,0.572,105.978,audio_features,2ED52SZCUEdscFdo5UJlTs,spotify:track:2ED52SZCUEdscFdo5UJlTs,https://api.spotify.com/v1/tracks/2ED52SZCUEdscFdo5UJlTs,https://api.spotify.com/v1/audio-analysis/2ED52SZCUEdscFdo5UJlTs,214533,4
591,Ages And Ages Ago,The Country Gentlemen,0.456,0.592,10,-6.623,0,0.0587,0.00234,0.384,0.0977,0.168,119.535,audio_features,5zIoRQcpVJbpprmOd9MgJm,spotify:track:5zIoRQcpVJbpprmOd9MgJm,https://api.spotify.com/v1/tracks/5zIoRQcpVJbpprmOd9MgJm,https://api.spotify.com/v1/audio-analysis/5zIoRQcpVJbpprmOd9MgJm,215747,4
592,Sunshine,Sound of Mine,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,audio_features,5r43qanLhUCdBj8HN3fa6B,spotify:track:5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/tracks/5r43qanLhUCdBj8HN3fa6B,https://api.spotify.com/v1/audio-analysis/5r43qanLhUCdBj8HN3fa6B,163855,4
593,Haunted Hill,Bassholes,0.38,0.662,5,-6.379,1,0.0293,0.000409,0.0053,0.0892,0.0443,140.032,audio_features,0TK9gr47A4GaUi3tE7gmmB,spotify:track:0TK9gr47A4GaUi3tE7gmmB,https://api.spotify.com/v1/tracks/0TK9gr47A4GaUi3tE7gmmB,https://api.spotify.com/v1/audio-analysis/0TK9gr47A4GaUi3tE7gmmB,230000,4
594,"Deliverance (Raha-Ee), Pt. I","Aldoush', 'Jeff Obee', 'Joe Brigandi', 'Bob Hodas",0.632,0.389,8,-11.842,0,0.0335,0.851,0.0542,0.222,0.428,95.877,audio_features,0RZcn8hsuvE0yMIOgdMq9Q,spotify:track:0RZcn8hsuvE0yMIOgdMq9Q,https://api.spotify.com/v1/tracks/0RZcn8hsuvE0yMIOgdMq9Q,https://api.spotify.com/v1/audio-analysis/0RZcn8hsuvE0yMIOgdMq9Q,471320,3
